9,5,5,7,9,9,11,32,14,14,18,13,14,15,13,15,13,13,17,16,15,14,16,14,12,0,0,10,0,0,0,19,0,0,0,0,28,0,0,0,2,0,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,
8,5,7,6,14,5,48,14,13,14,13,13,13,14,13,14,14,16,14,15,15,16,15,14,0,0,0,13,1,0,0,0,0,0,18,0,0,21,0,48,10,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,
5,4,6,10,14,9,9,12,13,14,14,18,15,15,13,12,11,12,12,12,15,14,13,14,9,0,0,11,0,1,0,19,0,0,0,0,0,10,0,1,12,2,2,48,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,15,
8,37,1,8,17,12,14,16,13,47,14,15,13,14,16,14,13,12,13,13,14,14,15,15,0,0,0,8,0,32,0,0,0,4,0,0,26,13,0,48,7,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,13,
7,6,4,5,6,12,16,43,14,15,15,13,14,13,14,14,13,13,48,13,15,15,14,14,13,0,0,12,0,0,1,0,0,0,0,20,0,22,1,48,7,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16,9,
13,3,4,10,7,8,13,13,15,48,13,14,12,13,12,12,13,12,14,12,13,14,12,12,0,0,0,12,0,1,0,0,23,0,0,0,1,15,0,48,1,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4,9,5,
8,3,5,11,5,6,8,31,14,16,14,12,12,13,14,13,15,14,14,14,16,15,15,14,10,0,0,14,1,0,0,2,0,0,0,0,0,19,0,7,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,8,
10,7,2,4,5,47,13,14,16,15,15,13,15,12,16,15,14,14,15,15,16,15,15,16,13,0,0,12,0,33,18,0,0,0,19,0,0,0,0,2,1,13,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,
8,12,0,18,12,48,16,39,15,47,13,15,14,14,13,14,15,12,15,16,15,15,16,14,10,0,0,11,1,1,17,28,0,0,0,0,0,0,0,47,11,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,
9,10,4,3,3,5,12,13,15,17,16,14,13,14,15,14,13,15,15,16,16,15,15,16,10,0,0,14,0,19,0,2,0,1,0,0,19,0,14,0,3,4,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,5,
3,13,5,14,10,14,11,14,14,48,14,15,15,13,15,13,14,14,15,16,14,16,17,15,0,0,0,13,0,0,0,23,0,0,0,0,16,14,0,48,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,10,
3,3,4,3,11,10,13,48,16,15,14,14,13,14,15,16,15,16,14,13,14,15,16,13,0,0,0,11,0,26,0,2,0,15,0,0,0,0,10,2,5,48,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,14,
7,9,1,15,5,14,16,13,48,17,16,14,14,13,12,12,12,13,13,14,14,12,14,15,11,0,0,13,1,0,0,23,0,0,0,0,15,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,
7,6,2,3,6,13,14,8,16,16,15,15,48,14,14,12,14,16,13,13,14,14,15,15,12,0,0,14,0,0,0,15,0,0,12,0,1,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,17,
11,12,8,1,17,14,17,44,16,16,15,12,14,14,14,13,14,17,16,15,14,13,14,16,11,0,0,19,0,25,0,2,0,0,0,22,0,7,1,6,8,6,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,
3,19,1,3,5,5,9,14,47,13,15,13,12,12,13,13,11,12,14,15,13,14,13,14,10,0,0,19,0,0,0,1,0,0,0,0,0,27,10,2,48,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,5,
7,5,4,15,8,31,10,12,16,15,16,13,48,13,12,14,12,11,14,14,14,17,14,15,11,0,0,12,1,1,0,0,0,0,0,0,48,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,16,
13,12,17,4,10,9,11,17,14,14,43,15,14,12,12,13,11,13,14,14,15,14,14,14,0,0,0,12,1,23,0,1,0,13,0,0,10,17,0,48,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,8,
2,12,5,8,8,12,6,10,13,12,15,12,48,12,13,13,12,14,12,12,14,13,14,13,0,0,0,13,0,0,0,0,0,0,16,0,1,0,16,0,48,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,12,
9,3,7,3,7,5,4,14,12,15,48,13,13,14,12,12,15,14,14,14,14,12,15,16,0,0,0,10,0,23,0,0,0,0,0,18,0,12,48,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,11,
13,5,8,5,12,12,10,11,41,17,14,15,14,12,12,14,11,14,12,15,13,14,14,13,0,0,0,11,0,31,1,0,0,0,14,0,0,22,19,0,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,5,
13,11,5,5,10,47,11,18,15,14,14,14,14,13,13,13,12,14,14,12,12,12,13,14,0,0,0,11,0,0,0,0,0,0,15,0,0,11,8,48,0,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,14,
5,3,8,6,13,12,42,14,17,17,18,14,14,14,14,48,12,13,12,14,14,14,13,16,0,0,0,16,0,3,0,9,0,0,0,48,16,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,
6,9,2,4,5,7,9,13,15,14,37,16,13,13,13,12,13,14,12,14,15,14,16,14,7,0,0,12,0,0,0,0,0,0,0,14,0,0,12,48,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,
8,5,1,6,10,13,14,47,16,16,14,12,12,13,16,14,12,13,16,14,12,14,13,14,0,0,0,11,3,23,1,0,1,0,0,17,16,0,10,3,6,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,5,
